3700.000	0.012	0.000	9115.349
3701.000	0.012	0.000	8912.778
3702.000	0.010	0.000	11116.886
3703.000	0.011	0.000	9473.607
3704.000	0.010	0.000	10462.139
3705.000	0.009	0.000	12009.055
3706.000	0.005	0.000	23314.156
3707.000	0.007	0.000	15728.486
3708.000	0.003	0.000	41075.798
3709.000	0.006	0.000	18977.307
3710.000	0.003	0.000	39024.687
3711.000	0.003	0.000	32909.267
3712.000	0.002	0.000	55944.939
3713.000	-0.000	-0.000	663949.762
3714.000	0.001	0.000	115396.545
3715.000	0.001	0.000	162365.024
3716.000	0.010	0.000	10439.489
3717.000	0.010	0.000	10129.597
3718.000	0.009	0.000	12003.155
3719.000	0.010	0.000	10415.548
3720.000	0.006	0.000	19418.187
3721.000	0.008	0.000	13128.073
3722.000	0.005	0.000	20976.323
3723.000	0.006	0.000	16902.430
3724.000	0.002	0.000	52546.808
3725.000	0.006	0.000	19212.689
3726.000	0.000	0.000	258215.672
3727.000	0.002	0.000	44447.368
3728.000	0.001	0.000	88686.713
3729.000	0.001	0.000	89425.333
3730.000	0.000	0.000	1760881.623
3731.000	0.014	0.000	7499.075
3732.000	0.002	0.000	56230.852
3733.000	0.010	0.000	10569.319
3734.000	0.008	0.000	12650.954
3735.000	0.009	0.000	11628.195
3736.000	0.003	0.000	31618.478
3737.000	0.007	0.000	14963.937
3738.000	0.003	0.000	41692.661
3739.000	0.005	0.000	20017.230
3740.000	0.002	0.000	71052.384
3741.000	0.004	0.000	26018.812
3742.000	0.001	0.000	74110.821
3743.000	0.003	0.000	37993.895
3744.000	0.001	0.000	108902.886
3745.000	0.000	0.000	236688.177
3746.000	0.011	0.000	9729.992
3747.000	0.012	0.000	8424.761
3748.000	0.009	0.000	11568.290
3749.000	0.010	0.000	11108.662
3750.000	0.002	0.000	61487.083
3751.000	0.008	0.000	12633.420
3752.000	0.004	0.000	26991.167
3753.000	0.007	0.000	16123.699
3754.000	-0.000	-0.000	1510191.183
3755.000	0.005	0.000	20348.632
3756.000	0.003	0.000	32271.307
3757.000	0.003	0.000	41940.400
3758.000	0.002	0.000	58838.905
3759.000	0.001	0.000	92134.344
3760.000	0.001	0.000	108116.496
3761.000	0.013	0.000	8233.560
3762.000	0.011	0.000	9743.705
