2.000	0.900	3.200	19511.395	1.000
3.000	0.900	3.400	21852.131	1.000
4.000	0.900	3.300	20687.658	1.000
6.000	0.900	3.400	21112.429	1.000
7.000	0.900	3.500	25087.851	1.000
8.000	0.900	3.200	18055.755	1.000
9.000	0.900	3.100	23875.221	1.000
10.000	0.900	3.300	16423.194	1.000
11.000	0.900	3.400	18255.943	1.000
12.000	0.900	3.200	20889.005	1.000
13.000	0.900	3.300	18589.036	1.000
14.000	0.900	3.400	25960.244	1.000
15.000	0.900	3.500	17594.953	1.000
16.000	0.900	3.400	30906.999	1.000
17.000	0.900	3.200	23627.337	1.000
18.000	0.900	3.400	18004.600	1.000
19.000	0.900	3.200	19890.439	1.000
20.000	0.900	3.300	14040.424	1.000
21.000	0.900	3.400	25450.826	1.000
22.000	0.900	3.400	17843.062	1.000
23.000	0.900	3.400	16025.110	1.000
24.000	0.900	2.900	13974.588	1.000
25.000	0.900	3.400	19568.332	1.000
26.000	0.900	3.400	18794.407	1.000
27.000	0.900	3.500	21425.288	1.000
28.000	0.900	2.000	7059.806	1.000
29.000	0.900	3.400	22861.309	1.000
30.000	0.900	3.100	20723.046	1.000
31.000	0.900	3.300	19089.350	1.000
32.000	0.900	3.400	16360.360	1.000
33.000	0.900	3.400	26860.249	1.000
34.000	0.900	3.300	19167.291	1.000
35.000	0.900	3.200	25134.737	1.000
36.000	0.900	3.300	18890.592	1.000
37.000	0.900	3.500	18718.396	1.000
38.000	0.900	3.000	18787.744	1.000
39.000	0.900	3.400	19167.476	1.000
40.000	0.900	3.500	16568.831	1.000
41.000	0.900	3.300	20038.236	1.000
42.000	0.900	3.500	17382.021	1.000
43.000	0.900	3.100	26274.421	1.000
44.000	0.900	3.300	19583.526	1.000
45.000	0.900	3.200	17947.418	1.000
46.000	0.900	3.200	14849.278	1.000
47.000	0.900	2.800	19807.291	1.000
48.000	0.900	3.500	19741.982	1.000
49.000	0.900	3.300	21278.305	1.000
50.000	0.900	3.200	19760.364	1.000
51.000	0.900	3.500	18968.037	1.000
52.000	0.900	3.100	16751.300	1.000
53.000	0.900	3.400	21204.026	1.000
54.000	0.900	3.200	20402.144	1.000
55.000	0.900	3.500	22663.189	1.000
56.000	0.900	3.200	16382.140	1.000
57.000	0.900	3.400	17963.258	1.000
58.000	0.900	3.200	28185.059	1.000
59.000	0.900	3.200	26744.678	1.000
60.000	0.900	3.300	26978.800	1.000
61.000	0.900	3.400	17799.466	1.000
62.000	0.900	3.300	15096.762	1.000
63.000	0.900	3.500	15228.456	1.000
64.000	0.900	3.100	25483.093	1.000
65.000	0.900	3.300	20740.952	1.000
66.000	0.900	3.100	22349.189	1.000
67.000	0.900	3.500	16718.753	1.000
68.000	0.900	3.400	16064.043	1.000
69.000	0.900	3.300	15609.529	1.000
70.000	0.900	3.300	16085.759	1.000
71.000	0.900	3.200	17999.114	1.000
72.000	0.900	3.500	21274.825	1.000
73.000	0.900	3.400	26102.652	1.000
74.000	0.900	3.400	20271.324	1.000
75.000	0.900	3.600	17213.202	1.000
76.000	0.900	3.400	16475.879	1.000
77.000	0.900	3.500	20989.940	1.000
78.000	0.900	3.000	16202.379	1.000
79.000	0.900	3.500	16798.220	1.000
80.000	0.900	3.400	15932.264	1.000
81.000	0.900	3.200	20816.692	1.000
82.000	0.900	3.400	19653.599	1.000
83.000	0.900	3.400	19119.352	1.000
84.000	0.900	3.200	24892.913	1.000
85.000	0.900	3.400	17777.625	1.000
86.000	0.900	3.200	25668.755	1.000
87.000	0.900	3.500	23248.738	1.000
88.000	0.900	3.400	15060.031	1.000
89.000	0.900	3.000	30399.112	1.000
90.000	0.900	3.500	21710.093	1.000
91.000	0.900	3.400	15935.059	1.000
92.000	0.900	3.200	13015.167	1.000
93.000	0.900	3.500	22398.445	1.000
94.000	0.900	3.400	18440.576	1.000
95.000	0.900	3.300	18922.822	1.000
96.000	0.900	3.400	16906.278	1.000
97.000	0.900	3.200	17364.350	1.000
98.000	0.900	3.300	23803.954	1.000
99.000	0.900	3.400	15979.420	1.000
100.000	0.900	3.400	25153.289	1.000
